商品ID,品牌,描述,价格,销量,地区
666,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,930,成都
667,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,736,西安
668,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,619,北京
669,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,425,北京
670,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,769,杭州
671,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,683,成都
672,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,690,武汉
673,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,652,重庆
674,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,981,南京
675,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,381,广州
676,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,472,广州
677,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,741,上海
678,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,576,成都
679,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,203,成都
680,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,15,重庆
681,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,97,北京
682,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,790,深圳
683,红米,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,660,杭州
684,红米,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,946,上海
686,联想,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,939,上海
687,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,483,重庆
688,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,966,北京
689,华硕,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,960,深圳
690,戴尔,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,253,北京
691,小米,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,717,深圳
692,华硕,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,296,南京
693,华硕,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,314,广州
694,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,518,重庆
695,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,357,北京
696,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,114,上海
697,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,631,广州
698,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,893,广州
699,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,432,成都
700,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,444,广州
701,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,488,成都
702,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,831,成都
703,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,410,广州
704,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,807,广州
705,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,670,成都
706,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,484,北京
707,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,25,武汉
708,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,217,成都
709,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,73,成都
710,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,57,深圳
711,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,730,北京
712,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,440,广州
713,红米,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,683,广州
714,红米,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,635,广州
716,联想,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,669,北京
717,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,235,成都
718,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,230,北京
719,华硕,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,480,杭州
720,戴尔,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,237,成都
721,小米,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,104,成都
722,华硕,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,207,西安
723,华硕,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,164,北京
724,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,312,重庆
725,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,979,北京
726,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,283,深圳
727,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,376,广州
728,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,492,深圳
729,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,765,广州
730,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,547,上海
731,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,143,北京
732,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,14,深圳
733,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,831,武汉
734,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,302,广州
735,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,386,上海
736,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,294,北京
737,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,929,北京
738,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,322,上海
739,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,380,北京
740,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,211,上海
741,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,14,北京
742,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,103,北京
743,红米,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,914,重庆
744,红米,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,715,上海
746,联想,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,579,深圳
747,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,342,成都
748,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,500,深圳
749,华硕,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,98,上海
750,戴尔,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,763,上海
751,小米,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,62,广州
752,华硕,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,584,深圳
753,华硕,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,850,广州
754,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,362,武汉
755,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,197,成都
756,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,752,重庆
757,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,414,北京
758,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,836,重庆
759,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,591,广州
760,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,974,重庆
761,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,402,成都
762,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,912,南京
763,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,808,成都
764,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,784,广州
765,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,174,深圳
766,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,506,广州
767,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,504,广州
768,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,980,上海
769,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,192,深圳
770,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,976,成都
771,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,451,上海
772,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,597,深圳
773,红米,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,21,北京
774,红米,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,396,上海
776,联想,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,92,北京
777,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,876,南京
778,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,675,北京
779,华硕,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,792,上海
780,戴尔,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,172,成都
781,小米,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,215,北京
782,华硕,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,403,重庆
783,华硕,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,245,成都
784,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,641,南京
785,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,665,深圳
786,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,989,上海
787,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,500,深圳
788,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,119,重庆
789,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,35,深圳
790,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,540,上海
791,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,742,重庆
792,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,607,广州
793,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,58,北京
794,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,332,上海
795,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,672,广州
796,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,952,重庆
797,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,271,深圳
798,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,96,广州
799,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 8G 512G MX250 office 多屏协同)银,5888.00,456,广州
800,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)灰,7388.00,502,重庆
801,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)银,6388.00,75,西安
802,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G PCIe MX250 2G 一年上门+意外 3年保修）,5199.00,277,南京
803,红米,RedmiBook 14 锐龙版 全金属超轻薄(AMD Ryzen R5-3500U 8G 512G PCIe 全高清）银 游戏笔记本电脑 小米 红米,3699.00,500,广州
804,红米,RedmiBook 16 锐龙版 超轻薄全面屏(6核R5-4500U 16G 512G 100% sRGB高色域)灰 手提 笔记本电脑 小米 红米,3999.00,670,南京
806,联想,联想ThinkPad E14 锐龙版（1TCD）14英寸轻薄笔记本电脑（锐龙5-4500U 16G 512GSSD IPS高分屏）黑色,4499.00,884,武汉
807,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i5-10210U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,5599.00,818,成都
808,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)银,4099.00,440,上海
809,华硕,华硕（ASUS）破晓7 2020款 英特尔酷睿15.6英寸商务轻薄本笔记本电脑 i5预装Office 银灰色 英特尔酷睿i5 16G 512G固态 2G独显,4299.00,375,上海
810,戴尔,戴尔DELL灵越5000fit 14英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机)银,5599.00,618,上海
811,小米,小米 (MI)Ruby 15.6英寸 网课 学习轻薄笔记本电脑(英特尔酷睿i5-8250U 8G 512G SSD 2G GDDR5独显 FHD 全键盘 Office Win10) 深空灰 电脑,4299.00,601,重庆
812,华硕,华硕(ASUS) 灵耀X2 Duo 英特尔酷睿i7 14英寸双屏设计轻薄笔记本电脑(i7-10510U 16GB 1TSSD 双屏技术)翡翠玉,10999.00,863,上海
813,华硕,华硕(ASUS) 灵耀14 英特尔酷睿i7 14.0英寸轻薄笔记本电脑(i7-1065G7 16G 512GSSD 100%sRGB 人脸识别)松木青,7199.00,281,深圳
814,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R7 3750H 16G 512G 100%sRGB）冰河银,4899.00,828,深圳
815,荣耀,荣耀MagicBook Pro Win10 16.1英寸全面屏轻薄性能笔记本电脑（标压锐龙R5 3550H 8G 512G 100%sRGB）冰河银,3999.00,104,武汉
816,荣耀,荣耀笔记本电脑MagicBook 14 14英寸全面屏轻薄本（AMD锐龙R5 3500U 8G 512G 多屏协同 指纹Win10）银,3899.00,179,武汉
817,华为,华为(HUAWEI)MateBook D 14全面屏轻薄笔记本电脑多屏协同便携超级快充(i5-10210U 16G+512G 独显)银,5499.00,96,上海
818,Apple,Apple 2020新款 MacBook Air 13.3 Retina屏 十代i3 8G 256G SSD 深空灰 笔记本电脑 轻薄本 MWTJ2CH/A,7799.00,848,广州
819,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )银,4599.00,616,武汉
820,华为,华为(HUAWEI)MateBook 13 2020款 锐龙版 全面屏轻薄笔记本电脑 (AMD R5 16+512GB 集显 Office 2K )灰,4599.00,183,武汉
821,华为,华为(HUAWEI) MateBook D 14英寸全面屏轻薄笔记本电脑便携超级快充(AMD锐龙5 3500U 16+512GB)灰,4099.00,479,北京
822,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i5-10210U 8G 512G SSD MX250 2G独显 支持手环疾速解锁)游戏 银 手提 笔记本电脑 小米 红米,3959.00,385,上海
823,红米,RedmiBook 14 增强版 全金属超轻薄(第十代英特尔酷睿i7-10510U 8G 512G SSD MX250 2G独显 手环疾速解锁 Office)银色 手提 笔记本电脑,4659.00,195,上海
824,宏碁,宏碁 传奇 14英寸 7nm六核处理器 轻薄本 全功能Type-C 金属机身 笔记本电脑(R5-4500U 7纳米 16G 512GSSD ),3988.00,121,北京
825,戴尔,戴尔DELL灵越7000-7591英特尔酷睿i7 15.6英寸 高色域 全面屏 高性能 创意 设计师 戴尔电脑 轻薄本 笔记本电脑(i7-9750H 8G 512G GTX1650 2年全智),7799.00,562,广州
826,惠普,惠普(HP)星14 青春版 14英寸轻薄窄边框笔记本电脑(R5-3500U 8G 256GSSD FHD IPS)银,3499.00,411,北京
827,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i7 16G 512G MX350 触控屏 多屏协同)银,7388.00,92,深圳
828,华为,华为HUAWEI MateBook 14 2020款全面屏轻薄笔记本电脑 十代酷睿(i5 16G 512G MX350 触控屏 多屏协同)灰,6399.00,519,上海
